Title,Platform,Release Date,Genre,Developer,Publisher,Metascore,Critic Review Count,User Score,User Review Count,Critic Reviews Data,User Reviews Data
Tiger Woods PGA Tour 2003,"['PlayStation 2', 'GameCube', 'PC', 'Xbox']",2002/10/29,Golf Sim,EA Sports,"EA Sports, Electronic Arts",88,18,3,9,"[{'score': 84, 'text': 'For those who are amateurs and have not played much of the Tiger Woods series you may find yourself frustrated at crucial times.'}, {'score': 90, 'text': 'The level of detail is astounding with nary a hint of slowdown.'}, {'score': 88, 'text': 'Whether you choose to take part in a tournament against the world146;s best or just opt for a single match where you try and improve your score, PGA Tour 2003 is a golfing treat.'}, {'score': 100, 'text': ""Players will spend most of their time in the new Play Now mode. Here, you're given 50 scenarios where you are immediately thrown into the heart of competition. [Dec 2002, p.90]""}, {'score': 90, 'text': 'Commentary is witty in places and embarrassing in others.'}]","[{'score': 10, 'text': 'golf is good yessssssssssssssssssssssssssssssssssssssssssssssssssssssssssir'}]"
Divinity: Original Sin II,['PC'],2017/9/14,Western RPG,Larian Studios Games,Larian Studios Games,93,72,8.8,3116,"[{'score': 95, 'text': ""If Divinity: Original Sin 2 had only been an enormous single-player RPG, it would still be far better than most of what you could compare it to. The fact that it has such well-implemented co-op and a user-friendly game master mode gives it a tremendous amount of value at a time where such a thing can feel like a rarity. Even if you never touch all of its various components, you'll still be left with a role-playing game that exemplifies the best aspects of its genre.""}, {'score': 100, 'text': 'From a great story to a difficult fight, from a beautifully created world to an excellent multiplayer, Divinity: Original Sin II is a unique game offering an unforgettable experience. Despite some mistakes, another RPG giant was born. [Issue279]'}, {'score': 90, 'text': ""For those looking to get into cRPGs, and even for those just searching for a great RPG, Divinity: Original Sin II is heartily recommended. It has all the virtues that fans of the subgenre have extolled and wraps them up in a way that is much friendlier to newcomers than every other title I've tried. Combine that with fantastic writing, a highly engaging combat system, and great design, and you have another standout RPG in a year packed full of them.""}]","[{'score': 3, 'text': 'Good looking game with disgusting fight mechanic.\nPhysical armor and Magic armor? One of the worst mechanics i have ever seen.'}, {'score': 10, 'text': 'Divinity: Original Sin II was the real entry for me into the Laurian Studio games, and I have to say that it is incredible. I had previously played Divinity: Original Sin, but never really got into the story and ended up not nearly finishing the game, but DOS2 captivated me all the way from the beginning to the end. The gameplay is fantastic if you enjoy this type of tabletop DD style of gameplay, and the music is also very memorable.'}, {'score': 9, 'text': 'Una obra de arte de los videojuegos, mil opciones en cualquier momento, ojal?? muchos juegos aprendieran de los que hace Larian'}]"
Orwell: Ignorance is Strength,['PC'],2018/2/22,Point-and-Click,Osmotic Studios,Fellow Traveller,74,6,7.4,28,"[{'score': 85, 'text': ""Orwell sends intense, cold shivers down the spine of the player/supervisor. As long as he's willing to read a lot.""}, {'score': 70, 'text': 'Orwell: Ignorance is Strength approaches the relevance to which it aspires, but not until late in its final act.'}, {'score': 76, 'text': ""The second chapter of Osmotic Studios's conspiratorial saga closes with an episode that adds - finally - to the experience genuinely new game mechanics.""}]","[{'score': 6, 'text': 'The plot of this game takes place almost simultaneously with its predecessor, and interesting mechanics have been added. However, the plot leaves much to be desired and the duration of the title, compared to its predecessor, is truly negligible. In addition, the presence of only the English language means that, at least in the written and non-vocal parts, the user must have a very good command of the language. Personally, I believe that the addition of other languages would have been more appreciated and would have made the game more immersive and enjoyable. The story does not involve the user enough and many of the information found are not really useful to understand what is happening.'}, {'score': 8, 'text': 'There was a good amount of improvement to Ignorance is Strength over the original Orwell but there was a few instances where it took a step back as well. One thing I thought Orwell lacked that the sequel fixed was voice acting for the phone calls. It was not only a nice feature to add but the voice acting was well done. You can also now influence social media by finding data chunks that fit a certain narrative. The feature itself was decent but it kind of tied into one thing I didn?€?t like about Ignorance is Strength and that was the perspective. In the original you were doing ethically dubious deeds but were at least trying to find a bomber. In the sequel your objective felt far less worth the effort after the first chapter or so. One thing I will say is that I fully believe many governments would take part in the kind of petty actions that happen in this game. While I was a bit disappointed in where the story went I at least enjoyed the characters and the twists and turns they took as well as how the sequel tied into the original. It takes place at the same time as the original with you working on a totally separate case although it does overlap slightly. One more issue I had was that once again I found that the game didn?€?t stay true to what it asks of you. Your boss says to leave out data that doesn?€?t matter but at least a couple times I had to add, what I deem to be, subjective data chunks that were more opinion than fact in order to progress.\r\n\r\nI played Ignorance is Strength on Linux. It never crashed and I didn?€?t notice any bugs or spelling mistakes. There are no graphics options. Alt-Tab didn?€?t work. The game saves on exit but there is just one save file so it always gets overwritten. The game is capped at 60 FPS.\r\n\r\nGame Engine: Unity\r\nGraphics API: OpenGL\r\nInput Used: keyboard and mouse\r\nGame Version Played: 1.1.6771.24898\r\n\r\nCPU Usage: 4-19 \r\nRAM Usage: 1.7-3.3 GB\r\n\r\nOverall I would say that Ignorance is Strength is on par with the original Orwell. It does some things better, some things worse, so is overall a wash. If you enjoyed the original you should enjoy this sequel as it is very much the same style game play as before. The story and characters are worth exploring. My distaste for some of the story may really be praise if that is what the developers were going for. I finished the game in two hours and forty four minutes and can say it is worth it?€?s current price tag of 11.49 CAD.\r\n\r\nMy System:\r\n\r\nIntel i7-6700 | 16GB DDR4-3000 CL15 | Intel HD 530 | Mesa 21.2.6 | Trisquel 10.0.1 | Mate 1.24.0 | Kernel 5.18.5-gnu'}, {'score': 6, 'text': ""Overall, I didn't like the actual story quite as much as the first game, but there were a lot of quality of life improvements, as well as just better integration of story and gameplay which made it a lot easier to feel immersed in the game. Definitely not my favorite game series by any means, but as long as they keep making these i'm gonna keep playing them for sure.""}]"
Diablo,"['PC', 'PlayStation']",1996/12/31,Action RPG,Blizzard Entertainment,Blizzard Entertainment,94,12,8.6,1665,"[{'score': 100, 'text': ""A feast of atmospheric entertainment. While it might tire after a while, you'll likely get your money's worth long before that point, and moreso if you venture into the chaos that is Battle.net, where life takes on a whole new meaning and the hours slip mysteriously away. Diablo is a landmark game.""}, {'score': 100, 'text': ""About as close to Hell as you're going to get - whether you believe in it or not. Everything about this game just rules and it will blow you away. The gameplay is the easiest I've ever come across in an RPG which is just fantastic.""}, {'score': 80, 'text': ""If you're looking for an action RPG with medieval roots and influences, dark and moody settings, and unique game play, then run to your nearest retailer and pick up a copy of Diablo!""}]","[{'score': 8, 'text': '(As for some reason Metacritic cannot rate PlayStation 1 version this is a review of PS1 version. Sorry!)\n\nCouch-co-op dungeon crawling will always feel like magic.I?€?m not a big fan of hack  slash games, but I?€?ve always loved the first Diablo and playing it cooperatively on a single console. Strangely, you can play Diablo 1, 3, and 4 in couch co-op  but not Diablo 2. \n\nAnd for some reason, the PlayStation version of Diablo 1 has never been properly re-released. Which is a shame, because it?€?s a genuinely good ****, the interface is slow, and the framerate tanks when you open the map. And yes, you should ideally use a controller that emulates analog movement. \n\nBut at its core, this is still the original Diablo: the horror, the atmosphere, the action built on top of proto-turn-based logic, the foundation of the **** PS1 version adds its own flavor: new visual effects, different pacing due to controller limitations, a unique co-op feel, and a quirky save system that lets you store your character and campaign separately (and exploit it if you want to).\n\nIt has aged, mostly in terms of technical quality and quality-of-life features. But in story, music, and raw gameplay feel, I still consider it the best version of Diablo  and, alongside a few PC mods, the most interesting way to experience the game today.'}, {'score': 8, 'text': ""A landmark game that while being dated now, popularised and set the groundwork for many of the isometric RPG's that followed.""}, {'score': 9, 'text': ""Diablo have been acknowledged for a long time as a pioneer game of the action role-playing genre, and more precisely, the hack and slash subgenre. \n\nOf course, the game is now almost 30 years old. He can not compete against modern games. But when you see Diablo through the lenses of the 90's, you understand how it came to be seen as a revolution in the role playing genre.\n\nEvery thing is already here, at an infant state. While turn-based role-playing games were standard during the 90's, Diablo came with a whole new gameplay, focused on instantaneous action. After 30 years, the gameplay has become rigid and limited, but for that time, it brought a sense of fluidity that had never been seen before in the role-playing genre.\n\nBesides, the atmosphere, grim and frightening, put an emphasis to the thrill you get while exploring, and, to me, it has never been equaled in the series after the first opus.\n\nA real masterclass for its time, Diablo is still quite enjoyable to play in 2025.""}]"
BioShock,"['PC', 'Xbox 360', 'PlayStation 3', 'iOS (iPhone/iPad)']",2007/8/21,FPS,"Irrational Games, 2K Marin","2K Games, Spike",96,88,8.8,3978,"[{'score': 100, 'text': ""Amazingly written and beautifully constructed, it's a complete emotional rollercoaster which we can't drawn any parallels with...You'll be playing this game for months to come, exchanging story elements to build up the bigger picture, and arguing about what it all means. [Sept 2007, p.88]""}, {'score': 100, 'text': ""BioShock is the ultimate rarity: not only does it live up to its lofty promise, but exceeds it through simple, old fashioned talent and imagination - not to mention verve, style,class, wit, and sheer bloody-minded ambition. It takes the tired, worn-out FPS genre by the scruff of the neck, reinvents and bend it out of shape in such a breathtaking fashion that it's going to take something very special to top this in the months and years ahead.""}, {'score': 100, 'text': 'It?€?s ingenious, enthralling, and a masterpiece of the most epic proportions. So without further delay, would you kindly enter Rapture so that you too can experience the best that video games have to offer?'}]","[{'score': 10, 'text': ""The best game i've played. Not perfect, but the sould of this game is unmatched. Biopunk, philosophy, politics, style, immersion. Top notch.""}, {'score': 10, 'text': 'Just as good (almost) 20 years later. The worldbuilding was, and still is, incredible. Rapture really is the main character of the game. And if you like dystopian stories, you really have to play this game. Obviously heavily inspired by books like Atlas Shrugged and 1984, as well as many more.'}, {'score': 9, 'text': 'Bioshock is a very special game in FPS history and will probably stay as one of my favorites in the genre forever. The mystery and atmosphere of rapture are unmachted and the story contains an actually shocking twist near the end. Bioshock 2 improved om some janky gameplay aspects of this game but overall i would still say i prefer the first game because of how memorable it is. The only real downside is that the final couple hours are honestly very rough with some **** ass levels and a very dissapointing final boss fight, but honestly this came out in like 2007 and its atmosphere and worldbuilding was already enough of a reason to play it on its own.'}]"
Carrion,"['PC', 'Xbox One', 'Nintendo Switch', 'PlayStation 4', 'PlayStation 5', 'iOS (iPhone/iPad)']",2020/7/23,Metroidvania,Phobia Game Studio,Devolver Digital,75,57,7.5,394,"[{'score': 75, 'text': 'The joy of watching this wild tangle of pixel art tentacles, organs, and flesh (and listening to the sounds of humans being devoured) alone makes this game worthwhile. If, just like me, you always root for the bad guy, Carrion?€?s gameplay can be immensely satisfying. [10/2020, p.54]'}, {'score': 50, 'text': 'Carrion has all the potential to become really interesting, but right now it feels like a technical demonstration of an incomplete concept.'}, {'score': 77, 'text': 'Carrion has a handful of annoying shortcomings, but it perfectly depicts everyday life of a scary alien creature from a horror movie, and that?€?s a monumental achievement by itself.'}]","[{'score': 8, 'text': ""Carrion is a great Metroidvania, with an unconventional protagonist and unique mechanics. The pixel art graphics are really cool, especially those of the protagonist. It follows the basic open-world formula, with back-and-forth progression based on new abilities acquired. The combat in Carrion is strategic: although you control a bizarre and large creature, it?€?s quite vulnerable to enemies, and often you need to rely on stealth and other 'means' (which I won't mention here to avoid spoiling the experience). The story isn?€?t anything groundbreaking in the sci-fi universe, but it?€?s interesting and revealed gradually through playable 'flashbacks.' There are some abilities the monster gains that are quite different from what you typically see in other games of the genre, making the experience more fun. The soundtrack has a mysterious tone, fitting well with the adventure?€?s atmosphere. All in all, Carrion is an intriguing game with a short duration (but sufficient), bringing new elements to the table, and I?€?d definitely recommend it to fans of the genre.""}, {'score': 6, 'text': ""Pretty cool and interesting game, but I wish they put a bit more thought into the level design. There were tons of moments for me getting soft locked where I needed to reload to my last autosave in order to properly progress. Then later on as you advance you start coming across levels you've did before, and if you mess up on something, say you accidentally triggered a laser you need to turn on in another room it can take forever to find how you turn it back on so you can sneak past to the now open door. The fighting/killing in this game was pretty clunky too, I wish they took a bit more time into polishing that. And I dont get why you cant eat soldiers when you can eat the other humans. You really think a massive flesh eating monster cares about one piece of armor?Overall the game in general just felt pretty repetitive too. Overtime you unlock more monster abilities but its all pretty same gameplay, with minor differences to how you progress past the map as your abilities are more for unlocking new map areas. The game is pretty simple, and I get there is a theme to the game but this made the map look pretty repetitive. I also really disliked the interludes where you become a human again and have flashback scenes.""}, {'score': 9, 'text': 'This is a game so satisfying to play, be really strong but still get way stronger over time with the new ability is one of the best things. I love the adventure in this game so much, the facts that we can go into the form of an human is really interesting and the movement are incredible. The art style is great for an horror game and really original in the design of the monster.'}]"
Kentucky Route Zero - Act III,['PC'],2014/5/6,Adventure,Cardboard Computer,Cardboard Computer,91,7,6.6,199,"[{'score': 90, 'text': ""Personalities are becoming brighter and more vivid. I no longer felt like I was making my best guess as to what a character would say, but rather making important choices for what they should say. The player's role as a director starts to feel solidified and important.""}, {'score': 90, 'text': 'Kentucky Route Zero?€?s excellent third act is no less weird than its predecessors, but hints at something unexpected: a coherent narrative.'}, {'score': 90, 'text': ""An absolute piece of after hours magic, not really a video game by any stretch. Just a bit of magic you've pulled in from the abyss and dressed up in interactive trappings before placing it on Steam. The set pieces are magnificent and so is that haunting, elegiac 'Too Late To Love You Now' song. It's not about a particular meaning but about an experience.""}]","[{'score': 4, 'text': ""Didn't grab me at all, the whole thing is just a bit meandering and lacking direction.""}, {'score': 10, 'text': 'yeah, pretty epic. definitely worth playing if you like interesting stories and things that mess with your head.Very few things that are better in mind, though i did like the other acts better in some ways. excited for the final two acts.'}, {'score': 10, 'text': ""Kentucky Route Zero is currently the best thing happening in the world of gaming. Seriously, no game on the market can match the way these individual episodes control tone, theme, and atmosphere. I'd say I can't wait for the next act, but my impatience is not a virtue when it comes to this game.""}]"
Batman: Arkham Origins,"['Xbox 360', 'PlayStation 3', 'PC', 'Wii U']",2013/10/25,Open-World Action,WB Games Montreal,Warner Bros. Interactive Entertainment,74,46,7.7,1358,"[{'score': 83, 'text': ""Arkham Origins is very fun to play and very easy to forget as soon as you're done. Kicking butt as Batman is still a joy and the Invisible Predator scenes are as excellent as ever, but the game's almost complete lack of surprises weighs the experience severely down. [Nov 2013] ""}, {'score': 80, 'text': ""That it's so thoroughly entertaining despite being mostly identical to its predecessors speaks volumes about the quality of Rocksteady's original design, and of Warner Montreal's understanding of same. [Jan 2014, p.68]""}, {'score': 80, 'text': ""It's a case of more of the same, but with such good source material this isn't a bad thing. [Issue105, p.87]""}]","[{'score': 10, 'text': 'Loved this game it was my childhood i play it a lot  even though it is one of the most hated game from the arkham series'}, {'score': 9, 'text': '2nd best arkham game and very overhated and thegoat Roger Craig Smith voices batman'}, {'score': 10, 'text': 'Greatest video game of all time you NEED to play it if you liked any other open world story game. \nThe graphics and mechanics may not be as polished as you want them but the story is more then compensating'}]"
Greyhill Incident,"['PC', 'PlayStation 5', 'PlayStation 4', 'Xbox Series X']",2023/6/9,Survival,Refugium Games,Refugium Games,38,8,4.6,16,"[{'score': 45, 'text': ""The Greyhill Incident has a great creepy atmosphere, so you'll be really scared of the alien invasion. But that's about all we can praise in the game. The rest is poor quality.""}, {'score': 30, 'text': 'With a cliche yet surprisingly untapped theme, Greyhill Incident had the potential to be a great indie horror game. Sadly, any potential the game may have had was squandered by extremely janky gameplay. While the game is beautiful and atmospheric, its looks don?€?t save it from being at best a painful walking sim, and at worst a total chore.'}, {'score': 30, 'text': ""Ultimately, Greyhill Incident is a big disappointment. This had real potential to be a short, but cool horror game that leverages tension and aliens in a way we haven't really seen in gaming. What we got instead is a flavorless game that feels like a concept for something much better. The only real positive thing I can give it is that it ensures what you'll endure is short and swift.""}, {'score': 70, 'text': 'If you like stealth horror titles, 90s things, and alien games, you should definitely give Greyhill Incident a shot  just be warned, it runs quite short!'}, {'score': 60, 'text': 'With moments that genuinely capture the eerie otherworldliness often associated with UFO and Alien culture, The Greyhill Incident, at times, feels truly out of this world. However, as far as the overall game is concerned, players should let these ETs return home.'}, {'score': 45, 'text': ""The Greyhill Incident has a great creepy atmosphere, so you'll be really scared of the alien invasion. But that's about all we can praise in the game. The rest is poor quality.""}]",[]
The Incredible Hulk (2008),"['PlayStation 2', 'PlayStation 3', 'PC', 'Xbox 360', 'DS', 'Wii']",2008/6/5,Open-World Action,Edge of Reality,Sega,55,42,6.3,32,"[{'score': 58, 'text': ""A ton of side missions offer varying entertainment value, plenty of doodads to collect and power Hulk up with, and even a few cool alternate character skins for the green guy to wear. But I can't just quietly ignore the fact that a similar, but far better Hulk game (the best superhero game, for my money) sits on my shelf at home, and is readily available for anyone to track down.""}, {'score': 60, 'text': 'Though Hulk is a serviceable game that can be enjoyed over a weekend, it feels outdated.'}, {'score': 65, 'text': 'Demolishing a city may make for a fun weekend rental, but not quite an incredible one.'}]","[{'score': 7, 'text': ""This action game based on the movie plays like an open-world 'Rampage'. The story missions are fun, but often follow the same pattern; you're tasked with going from Point A to Point B while smashing enemies and creating destruction. The side-activities are a little more diverse with their own challenges. As you progress, the Hulk becomes more powerful as he levels up and gains upgraded attacks and special abilities. 'The Incredible Hulk' isn't up there with the best 'Spider-Man' games, but it's better than 'Iron Man'. I would rate it with a 7 out of 10.""}, {'score': 7, 'text': ""An underrated action game that plays like 'Rampage' meets 'Grand Theft Auto'. It can get repetitive quick, so it's best to play in small doses. There are plenty of story missions and side-diversions. As you progress, the Hulk earns moves and attacks. Unlockable content includes alternate skins, comic book covers and conceptual art. Overall, this is a lot more fun than 'Iron Man' on the Xbox 360. I would rate it with a 7.2 out of 10.""}, {'score': 6, 'text': ""A mindless action game that plays like 'Rampage' meets 'Grand Theft Auto'. It can get repetitive quick, so it's best to play in small doses. There are plenty of story missions and side-diversions. And as you progress, the Hulk gets stronger. Unlockable content includes different skins, comic book covers and conceptual art. Overall, this is more fun than 'Iron Man' on the Xbox 360. I would rate it with a 6.5 out of 10.""}]"
Inner Chains,['PC'],2017/5/18,FPS,Telepaths Tree,IMGN.PRO,40,10,4.8,22,"[{'score': 40, 'text': ""In horror games, the greatest horror should not be that someone forces you to play it. With Inner Chains, it's the only thing you'd be afraid of. [Issue277]\r\n""}, {'score': 40, 'text': 'The game that works best when you are looking at screenshots. Deep black biomechanical surrealism can draw such incredibly impressive scenes. In all other considerations is the game fails. \r\n\r\n'}, {'score': 40, 'text': 'With its fantastic art direction Inner Chains could have been a great walker. Unfortunately what the developers decided to make is a lame, uninspired, awfully boring first-person shooter that has absolutely nothing to offer in terms of gameplay. [08/2017, p.72]'}]","[{'score': 6, 'text': ""Those who have good hardware like i5 10th gen  RTX series Cards can try out on sale. But below than that, it is not recommended. You will face serious stutters and low fps. Overall optimisation is not good for medium level cards.\r\n\r\nPros:\r\n- Very Good Graphics for an indie title.\r\n- Puzzles were good\r\n- Electric Weapon was cool and you can recharge that also.\r\nCons:\r\n- It has some bugs, I literally fell through solid rocks as if they were ghost rocks xD\r\n- Optimisation is not up to the mark.\r\n- Enemy models are quite repetitive and lack immersion in the environment.\r\n- Lack of good OSTs\r\n\r\nI give it 6.5/10\r\nYou can buy the game if you get it in a super sale and you have a decent PC to run otherwise don't buy.""}, {'score': 5, 'text': '   (     ),  (  ,   ).\r\n-     .'}, {'score': 2, 'text': ""Good idea bad realization. This game about boring gameplay with only 3 weapons. Weapons always overheating before you kill someone. Our hero slow like a turtle and can run only 3 seconds. Game still have a lot of glitches, you can skip logical quest jump thought the wall, barricade or even FINAL BOSS, srly? You can just jump thought the boss and finish the game!!! Even if you start to fight with boss it will be worst boss fight ever, he even don't try to kill you, he just spawn 1-2 easy enemy near you and wait until you kill him!!! Also game have poor boring story about something... IDK. This game with bad graphics, low FPS, stupid AI and 3 type of enemy. All locations seems very similar, no music, no atmosphere, no sound effects,  and you will watch 1 flashback 4 times with the same text and the same location. Meh""}]"
Alekhine's Gun,"['PC', 'PlayStation 4', 'Xbox One', 'Xbox 360']",2016/3/11,Action Adventure,Maximum Games,"KISS Ltd., Maximum Games, Avanquest Software",40,12,4.7,58,"[{'score': 40, 'text': ""Alekhine?€?s Gun tries to emulate the most famous bald killer of all time. Unfortunately, it is dated and can't entice even old-school fans.""}, {'score': 65, 'text': 'Hitman?€?s less gifted cousin has a lot of flaws that I need to point out, like a poor story that I didn?€?t care about, stupid AI painfully reminding that you?€?re playing a game, and dated visuals. Surprisingly, despite all that I do not regret playing Alekhine?€?s Gun, because its mechanics are solid and eleven locations are varied and well-designed. [05/2016, p.50]'}, {'score': 37, 'text': 'Biggest problem of AG isn?€?t the story or lackluster graphics, but its incredibly poor AI. Should you cause an alarm, every guard on the level will blindly run to that spot, letting you shoot them one by one without even changing position. At some point, you start to wonder ?€? why bother trying to stealth around if it?€?s so much easier to just kill everyone? [Issue209, p.63]'}]","[{'score': 3, 'text': 'D????k b??t??eli hitman desem yalan olmaz. Houma gitmedi, tavsiye etmiyorum...'}, {'score': 3, 'text': ""Alekhine's Gun ?€?  -,      2  Death to Spies 3: Ghost of Moscow. ,    Haggard Games       ,      ?€?  .""}, {'score': 2, 'text': ""A sad disappointment, even sadder by people blindly praising it before they actually get to see how bad it is.\r\n\r\nSound quality, graphics, and A.I. here are at a new low. The gameplay is... okay, but, as a stealth game, this is abysmal! Stealth is made pointless by the, once again, terrible A.I., who will see you lock-picking a door and walk away, like nothing is happening at all. Stealth also has fewer options than in the original game, which came out in 2007! Also, please explain to me why you're handed NOISY guns as a reward for stealth? I'd think that if you were going by the stealthy rules, you'd like something to keep the silence, not just kill it.\r\n\r\nAlso, in case you were wondering, the story isn't too great, either.\r\n\r\n2/10, mainly because the first 2 hours or-so aren't so terrible.""}]"
MTV's Celebrity Deathmatch,"['PlayStation 2', 'Xbox', 'GameCube', 'PlayStation', 'PC']",2003/10/14,3D Fighting,Big Ape Productions,Gotham Games,32,17,3.8,15,"[{'score': 30, 'text': ""It's neither run nor funny - you're better off spending 20 on something else. [Jan 2004, p.125]""}, {'score': 35, 'text': ""It reeks of 'shovel-ware,' a game that was stripped of both function and price then sent to retailers in the hopes of turning a quick buck. The gameplay is shallow and often needlessly frustrating, with few attacks really being entertaining, but most lacking any sort of humorous overtone.""}, {'score': 32, 'text': 'What146;s the maximum amount of fun that can be had by battling over the top celebrities represented as clay model figures doing something similar to wrestling but not quite wrestling? Not a lot.'}]","[{'score': None, 'text': 'Solo con la portada est?? claro que es una completa basura y est?? basado en algo bastante inapropiado'}, {'score': None, 'text': ""i've always hated this game since i was a kid, it was one of the first games i bought because i liked the tv show. this game is so **** cursed.""}, {'score': 10, 'text': 'Fun little game. Would recommend. Graphics are good.. Gameplay is good. Cheers.'}]"
The Lord of the Rings - Gollum,"['PC', 'PlayStation 4', 'Xbox One', 'PlayStation 5', 'Nintendo Switch', 'Xbox Series X']",2023/5/25,Action Adventure,Daedalic Entertainment,"Nacon, 3goo",33,56,1.5,477,"[{'score': 20, 'text': ""The graphics, the animation, the UI, everything here looks like we've gone back a good 17 years. The technical state of the game is also bad, reminiscent of clinical death, making the game almost unplayable. [Issue328]""}, {'score': 40, 'text': 'A superb Gollum isn?€?t enough to save the\r\ngame he?€?s been parachuted into, which is by\r\nturns dull and frustrating. It?€?s destined for\r\nMount Doom (the bargain bins). [Issue29, p.92]'}, {'score': 20, 'text': 'From its abysmal graphics to its utter failure of delivering Middle Earth in any interesting way, this is an example of a game that should be scrapped from its concept inception.'}]","[{'score': 2, 'text': 'That is a bad joke. Everything is janky and without a soul in this game. Plus technical issues are frequent and the visuals are haunting.'}, {'score': 1, 'text': 'Its fcking **** DONT BUY IT i need to get 75 characters eeeeewwwwweelxly'}, {'score': 1, 'text': ""Now this is unplayable. It's not an over exaggeration, it's not review bombing, it's not forced online hate, it really is that bad. \nFirst and foremost, this game barely runs. The amount of frame dips, glitches, and load times I had playing this game is abysmal.\nBut even if the game did run well, it still ****. The concept itself is really where its conception should have ended. The idea of playing a game where you play as Gollum, the most useless and least powerful character in The Lord of the Rings, is truly baffling. How this got approved in the first place.\nAnd the gameplay shows that the majority of what you do in Gollum is boring, trailing missions, climbing (Not just climbing, poorly optimized and bad climbing), and slow and boring stealth missions.\nNow, there is a cool idea in this game. I find the concept of slowly choosing Gollum or Smeagol is a neat concept, and isn't inherently a bad one, it just doesn't seem to have a ton of impact on the true gameplay, so it's a bit worthless.\n\nThe game also looks awful. The environments are fine, but Gollum himself is one of the ugliest renderings of a character I have ever seen; they truly butchered his appearance.\n\nAlso, in most games, sound design is not something you bring up unless it's either really amazing or laughably bad.\nThis game's sound design was laughably bad. Every line delivery and it's audio placement feels off. Gollum game does this thing where it puts voicelines in one ear of your headphones, (Idk if that was just my headphones, I've heard it in online videos aswell, so I don't think it's just me).\n\nAs a whole, a terrible experience in just about every way imaginable, don't buy it even if it's on sale.""}]"
Underworld Ascendant,"['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",2018/11/15,RPG,OtherSide Entertainment,OtherSide Entertainment,37,19,2.3,55,"[{'score': 15, 'text': 'Underworld Ascendant is a disgraceful mess in terms of both design and execution. [01/2019, p.85]'}, {'score': 40, 'text': 'Technically unfinished RPG full of dubious content choices that kills the fun instead of expanding the legacy of Ultima Underworld. It?€?s not even a good RPG.  [Issue292]'}, {'score': 30, 'text': ""Every mechanic to the game needs drastic improvements, and it's just plain unfortunate that Otherside Entertainment released the game as-is.""}]","[{'score': 1, 'text': ""The developers of UNDERWORLD ASCENDANT should be banished to the underworld. I've played indie games made by a team of one that are far superior to this.\r\nUNDERWORLD ASCENDANT should be ashamed to use the name UNDERWORLD, as the ULTIMA UNDERWORLD games, being almost 30 years old created a far more believable and immersive underworld than this.\r\nThis is lazy programing: the game world consists out of a handful of levels which you will revisit over and over and over and over again to do quests - not given to you by NPCs, no, you just rip em off a board. The typical fetch x or kill x chores. The areas you revisit reset. Locked doors are locked again, enemies are back and puzzles need to be solved again.\r\nThe physics system is the most primitive thing they could get to work, it's also glitchy as hell. The art style is terrible - neon lights, bright colors, feels more like Tokyo than an Underworld. Then there's tons of bugs.\r\nWell, at least it has to have a great story, right? No! You dream and awaken in the Underworld, and have to kill its prisoner Typhon. Yeah, brilliant, right?! UNDEROWORLD: ASCENDANT is one of the worst games ever made.""}, {'score': 3, 'text': 'Very, very, very bad.\r\nThe engine is bad, physics are bad, game play is boring.\r\nGuys, I was waiting for this game and at the end I was more than disappointed. Just pass this one.'}, {'score': 7, 'text': ""Three months on, and things have improved. In my initial review I said that this game was pushed out 6 months early. That still seems about right, because three months of patches have done a lot of good, but it still feels unstable and buggy, like a beta.\r\n\r\nThere's a lot of elements I like here. It's a mix of Underworld, Dark Messiah, and Thief, and it does a great job of giving you a lot of interesting ways to solve problems. It delivers on its promise of approaching game design as a simulation, rather than having the designers curate the solutions to puzzles. With a little more polish it'll be a solid release. It is certainly not the disaster it was at launch, but not quite ready for primetime either.""}]"
New World Order,['PC'],2003/3/18,Tactical FPS,Termite Games,Strategy First,32,12,4,7,"[{'score': 20, 'text': 'The single-player mode is a painful and sometimes laughable experience. Multiplayer fares much better, provided you can find people to play with online, but there are much better titles out there to choose from.'}, {'score': 20, 'text': ""With 12 missions of choppy, impossible to play through graphics, enemy AI which is apparently psychic and sound that is just plain bad, New World Order isn't a game you want in your library... or home... or state.""}, {'score': 20, 'text': ""A prime candidate for Coaster of the Year. You'll have more fun lobbing old potatoes at the squirrels in your yard than playing this mess. [July 2003, p.88]""}, {'score': 65, 'text': 'The single player game was frustrating. Multiplayer ran slow at times, but was much more enjoyable.'}, {'score': 53, 'text': ""Its individual parts are pure hit-and-miss, but if you overlook the misses and get on with killing bad guys, you'll have a good time. [July 2003, p.82]""}, {'score': 41, 'text': 'The graphics are good, but cannot seem to compensate for the overall lack of gameplay depth, or the godawful framerates.'}]",[]
